"age","sex","sex_orient","sex_orient_4_TEXT","gender","gender_3_TEXT","race","poly_identity","rel_status","num_partners","num_partners_3_TEXT","name_partner","name_partner1","name_partner2","idealAmbitionBlue","idealAttractBlue","idealIntelBlue","idealSexyBlue","idealKindBlue","idealStatusBlue","idealWealthBlue","idealAmbitionOrange","idealAttractOrange","idealIntelOrange","idealSexyOrange","idealKindOrange","idealStatusOrange","idealWealthOrange","attncheck9","orange_gender","orange_gender._3_TEXT","blue_gender","blue_gender_3_TEXT","self_ambition1","self_ambition2","attn_check8","self_intel1","self_intel2","self_kind1","self_kind2","self_attract1","self_attract2","self_finance1","self_finance2","self_sexy1","self_sexy2","self_status1","self_status2","soi_partners","soi_oneencounter","soi_shortterm","soi_sexonly_1","soi_casual_agreement_1","soi_longterm_reverse_1","soi_fantasies1","soi_arousal","soi_fantasies2","fin_invest","time_invest","emot_close","roles_blue","roles_orange","actual_a_ambition1","actual_a_ambition2","attn_check10a","actual_a_intel1","actual_a_intel2","actual_a_kind1","actual_a_kind2","actual_a_attract1","actual_a_attract2","actual_a_finance1","actual_a_finance2","actual_a_sexy1","actual_a_sexy2","actual_a_status1","actual_a_status2","actual_a_age","actual_a_gender","actual_a_gender._4_TEXT","actual_b_ambition1","actual_b_ambition2","actual_b_intel1","actual_b_intel2","actual_b_kind1","actual_b_kind2","actual_b_attract1","actual_b_attract2","actual_b_finance1","actual_b_finance2","actual_b_sexy1","actual_b_sexy2","actual_b_status1","actual_b_status2","actual_b_age","actual_b_gender","actual_b_gender._4_TEXT","jealousy_proneness_1","jealousy_intensity_1","jealousy_proneness1_1","jealousy_intensity1_1","jealousy_proneness2_1","jealousy_intensity2_1","jealousy_sexual","jealousy_emotional.","jealousy_sexual1","jealousy_emotional1","jealousy_sexual2","jealous_emotional2","fin_invest_actual","time_invest_actual","emot_close_actual","roles_partnerA","roles_partnerB","actual_ambition1","actual_ambition2","actual_intel1","actual_intel2","actual_kind1","actual_kind2","actual_attract1","actual_attract2","actual_finance1","actual_finance2","actual_sexy1","actual_sexy2","actual_status1","attn_check10b","actual_status2","actual_partner_age","actual_gender","actual_gender_4_TEXT","poly_attn","textQuality","poly_attn_dup","PIN","raceText","self_ambition","self_intel","self_kind","self_attract","self_finance","self_sexy","self_status","actual_a_ambition","actual_a_intel","actual_a_kind","actual_a_attract","actual_a_finance","actual_a_sexy","actual_a_status","actual_b_ambition","actual_b_intel","actual_b_kind","actual_b_attract","actual_b_finance","actual_b_sexy","actual_b_status","actual_ambition","actual_intel","actual_kind","actual_attract","actual_finance","actual_sexy","actual_status","soiBehavior","soi_longtermR","soiAttitude","soiDesire","soiGlobal"
33,"1","3","","1","","3","1","1",NA,"","","","",5,8,5,8,7,6,4,2,6,6,2,6,1,4,9,"0","","1","",5,7,8,5,5,8,9,7,5,5,7,5,8,6,2,3,5,6,9,7,1,6,3,2,3,4,2,"1,4,10","2,4,5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","Monogamy is a bit frightening to me. It seems like an outdated concept that rarely works. I've seen too many failed marriages in my life to have that as something to aspire towards. Cheating is very common and it's something that can be avoided with polyamorous relationships and the open communication that comes with that.",0,FALSE,"121","Hispanic or Latino",6,5,8.5,6,6,6.5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.66666666666667,9,8.33333333333333,3.66666666666667,5.55555555555556
32,"1","1","","1","","1,6","1","1",NA,"","","","",5,6,7,6,6,0,5,5,6,7,6,6,0,5,9,"0","","0","",6,6,8,10,9,7,8,5,7,7,8,7,5,7,7,1,2,2,9,9,3,4,4,1,4,4,3,"1,3,4,5,6,10","1,3,4,5,6,10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","Not seeing a point to monogamy.",0,FALSE,"17","Multi-racial",6,9.5,7.5,6,7.5,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.66666666666667,7,8.33333333333333,3,4.33333333333333
52,"1","1","","1","","6","1","5",2,"","","CC","CB",0,0,0,0,0,2,9,8,9,9,8,8,8,9,9,"0","","0","",10,9,8,8,7,7,10,8,7,4,5,8,9,8,8,3,2,3,6,9,5,7,7,7,4,3,2,"1,2,4,10","1,4",6,5,11,2,2,10,8,10,7,7,7,7,9,5,5,42,"1","",10,10,9,10,9,5,8,6,7,9,9,5,6,5,36,"1","",NA,NA,5,6,6,5,NA,NA,3,4,4,3,4,5,3,"1,4,10","1,2,4,5,10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","I was dating a Lady that would not want to settle down",0,FALSE,"126","White",9.5,7.5,8.5,7.5,4.5,8.5,8,5.5,2,9,8.5,7,8,5,10,9.5,7,7,8,7,5.5,NA,NA,NA,NA,NA,NA,NA,2.66666666666667,5,6.66666666666667,7,5.44444444444444
62,"0","1","","0","","6","1","2",1,"","VR","","",0,6,0,4,5,1,4,5,7,7,7,10,5,9,9,"1","","1","",2,1,8,5,7,4,6,5,5,1,3,5,0,3,3,2,2,6,9,1,2,2,1,2,5,5,4,"10","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",7,7,NA,NA,NA,NA,5,5,NA,NA,NA,NA,NA,NA,NA,"","",2,2,7,7,8,10,7,5,9,10,6,3,7,10,7,70,"2","","I love hanging with both of them and they do not mind sharing.  I get different things from each of them and that is pretty cool. ",0,FALSE,"61","White",1.5,6,5,5,2,2.5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,9,6,9.5,4.5,7,3.33333333333333,8,6,1.66666666666667,3.66666666666667
27,"1","3","","1","","6","1","1",NA,"","","","",4,5,5,4,10,4,5,4,4,4,4,10,4,3,9,"0","","0","",5,5,8,6,8,6,6,4,2,6,5,5,9,4,3,1,1,1,9,9,1,9,9,7,4,4,3,"1,2,4,5,9,10","1,2,4,5,9,10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","It seems fun.",0,FALSE,"141","White",5,7,6,3,5.5,7,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,9,9,8.33333333333333,6.11111111111111
22,"1","3","","1","","6","1","2",1,"","jh","","",4,5,6,6,5,4,5,4,5,6,6,5,4,5,9,"1","","1","",6,5,8,5,5,6,6,5,5,5,6,6,7,6,5,2,1,1,9,9,1,4,2,2,4,4,3,"2,3,4,5,10","1,2,3,5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",1,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,"","",6,6,6,6,5,6,7,6,5,6,6,6,6,10,6,28,"2","","I like lots of sex",0,FALSE,"59","White",5.5,5,6,5,5.5,6.5,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,5.5,6.5,5.5,6,6,1.33333333333333,9,9,2.66666666666667,4.33333333333333
34,"0","1","","0","","6","1","2",1,"","RMB","","",0,10,2,10,2,0,10,0,3,9,5,9,0,10,9,"1","","1","",5,3,8,7,7,4,6,4,2,7,6,4,5,6,6,2,1,2,9,5,6,1,1,1,4,6,5,"1,4,10","2,3,4,5,6,9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",5,6,NA,NA,NA,NA,3,5,NA,NA,NA,NA,NA,NA,NA,"","",3,2,3,3,6,5,5,7,7,3,7,4,6,10,5,47,"2","","Curiosity.",0,FALSE,"33","White",4,7,5,3,6.5,4.5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,3,5.5,6,5,5.5,5.5,1.66666666666667,4,6,1,2.88888888888889
23,"0","2","","1","","3,6","1","1",NA,"","","","",4,6,6,4,7,5,7,5,4,3,4,7,3,5,9,"1","","1","",7,8,8,8,8,6,7,5,2,4,4,3,5,5,5,1,1,1,9,9,1,4,5,1,3,4,2,"1,2,3,4,10","1,2,4,10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","i have never liked being limited to just one partner; at first i felt quite ashamed by this because, as we all know, society has pushed that there is only one person out there for you and that you should only be with one person at a time. i do not condone cheating. anyway, i like that i can have multiple support systems and more love + attention in a poly relationship :)",0,FALSE,"70","Multi-racial",7.5,8,6.5,3.5,4,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,9,9,3.33333333333333,4.44444444444444
51,"1","1","","1","","6","1","1",NA,"","","","",4,4,5,9,6,3,3,4,6,5,9,6,3,3,9,"0","","0","",5,5,8,8,8,8,7,4,7,5,6,8,9,6,7,6,2,4,9,1,1,9,9,9,5,4,3,"1,4,5,10","1,2,3,4,10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","I love and expect honesty.  I think that if you are honest that you cannot have one relationship and communicate with each, there are no hurt feelings or regrets.  I do not like to cheat on my partner and it is best to be honest upfront.  If one partner does not allow my to date others, then it is best to end the relationship on better terms than to cheat and have it end on much worse terms.",0,FALSE,"183","White",5,8,7.5,5.5,5.5,8.5,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,9,6.33333333333333,9,6.44444444444444
34,"0","1","","0","","6","1","5",2,"","","DM","FF",4,7,6,6,6,5,4,0,7,6,6,5,5,3,9,"1","","1","",5,5,8,6,6,5,5,6,7,5,5,7,8,5,5,7,6,6,9,9,1,5,5,4,4,3,2,"2","4",7,6,11,7,7,8,8,8,7,6,6,8,8,7,7,37,"2","",5,5,6,7,8,8,8,8,4,4,8,7,5,5,29,"2","",NA,NA,4,4,4,3,NA,NA,3,3,3,4,4,3,1,"1,2,4,10","1,4,10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","I started dating and fell in love with someone who was already in a polyamorous relationship ",0,FALSE,"187","White",5,6,5,6.5,5,7.5,5,6.5,7,8,7.5,6,8,7,5,6.5,8,8,4,7.5,5,NA,NA,NA,NA,NA,NA,NA,6.33333333333333,9,9,4.66666666666667,6.66666666666667
29,"0","3","","0","","2","1","5",2,"","","cl","fh",0,7,6,5,9,0,9,0,6,6,8,4,0,10,9,"0","","1","",7,4,8,8,6,6,6,6,3,3,7,4,3,8,8,3,1,1,9,9,2,7,2,3,4,4,1,"1,2,3,4,5,6,9,10","1,2,3,4,9,10",1,2,11,4,6,8,5,6,5,2,5,2,4,6,5,31,"2","",3,4,5,5,5,7,6,6,2,3,7,8,5,6,28,"1","",NA,NA,1,1,2,1,NA,NA,1,1,1,1,4,4,1,"1,2,3,4,5,6,9,10","1,2,4,9,10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","just something that interested me and my partner for quite some time and we jumped at the opportunity when it came our way and love it!",0,FALSE,"171","Black or African American",5.5,7,6,4.5,5,3.5,8,1.5,5,6.5,5.5,3.5,3,5.5,3.5,5,6,6,2.5,7.5,5.5,NA,NA,NA,NA,NA,NA,NA,1.66666666666667,8,8.66666666666667,4,4.77777777777778
48,"0","1","","0","","6","1","1",NA,"","","","",6,5,5,5,7,4,6,7,5,5,5,5,2,3,9,"1","","0","",4,3,8,6,5,7,7,5,6,4,5,7,7,7,6,5,6,8,9,8,2,5,4,5,3,2,3,"1,2,3,4,5,9,10","1,2,3,4,9,10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","It happened rather organically, without intention. My primary relationship changed over time and rather naturally became open. It wouldn't work with just any partnership, it takes the right mix of people.  At times, it is unreasonable to expect one person to fill all the needs of another.",0,FALSE,"60","White",3.5,5.5,7,5.5,4.5,7,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.33333333333333,8,8.33333333333333,4.66666666666667,6.44444444444444
41,"1","3","","1","","6","1","5",3,"4","","SR","JH",4,7,6,8,8,0,5,4,5,6,4,8,0,5,9,"1","","1","",6,6,8,7,6,6,6,4,6,8,8,6,3,7,6,5,1,1,9,6,5,7,1,1,4,4,4,"1,4,10","2,4,9,10",4,4,11,6,4,8,9,6,4,3,3,7,3,7,5,31,"2","",7,7,8,8,7,7,6,7,7,6,8,8,6,3,25,"2","",NA,NA,2,7,4,2,NA,NA,3,4,2,3,4,4,2,"2,4,9,10","1,2,4,10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","I am emotionally and sexually attracted to multiple people, and my first partner is okay with it. I love all of them, and I want to be in a relationship will all of them as long as it doesn't hurt anyone involved.",0,FALSE,"189","White",6,6.5,6,5,8,4.5,6.5,4,5,8.5,5,3,5,6,7,8,7,6.5,6.5,8,4.5,NA,NA,NA,NA,NA,NA,NA,2.33333333333333,5,6.66666666666667,3,4
48,"0","3","","0","","5,6","1","3",NA,"","","","",3,6,8,6,8,1,3,3,6,8,6,8,2,2,9,"0","","1","",2,0,8,7,7,9,8,7,6,1,0,8,6,1,3,1,5,4,9,7,1,6,3,3,6,4,2,"1,2,4,9,10","1,3,4,10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","I find it takes more than one person to meet my needs. ",0,FALSE,"161","Multi-racial",1,7,8.5,6.5,0.5,7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.33333333333333,9,8.33333333333333,4,5.22222222222222
35,"1","1","","1","","6","1","2",1,"","DED","","",1,4,7,8,8,3,1,9,7,8,8,4,1,1,9,"0","","0","",9,10,8,8,8,9,9,7,7,7,7,10,9,8,7,3,8,8,9,1,1,6,5,4,3,4,2,"1,2,3,4,5,6,9,10","1,2,4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",2,3,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,"","",9,9,9,9,9,10,9,9,8,8,10,10,9,10,9,34,"1","","We had come to an agreement to have multiple partners as we had met this way. It was part of her last relationship too.",0,FALSE,"165","White",9.5,8,9,7,7,9.5,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,9,9.5,9,8,10,9,6.33333333333333,9,6.33333333333333,5,5.88888888888889
31,"1","1","","1","","3","1","4",2,"","","kp","cs",1,7,3,9,7,4,3,3,9,7,7,3,3,4,9,"0","","0","",7,5,8,7,6,0,2,8,8,5,5,6,9,6,6,4,3,2,9,9,1,9,5,5,2,2,1,"10","1",3,3,11,5,5,6,10,9,8,4,2,8,9,5,8,23,"1","",6,7,4,4,7,8,5,8,5,4,6,5,4,4,26,"1","",NA,NA,3,4,3,2,NA,NA,5,5,2,3,2,2,1,"1,2,6","1,10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","Me and my fiance wanted to experiment and try something diffferent.",0,FALSE,"67","Hispanic or Latino",6,6.5,1,8,5,7.5,6,3,5,8,8.5,3,8.5,6.5,6.5,4,7.5,6.5,4.5,5.5,4,NA,NA,NA,NA,NA,NA,NA,3,9,9,6.33333333333333,6.11111111111111
23,"0","3","","0","","6","1","1",NA,"","","","",2,9,4,9,8,0,5,2,8,0,9,8,0,6,9,"0","","1","",5,6,8,6,5,7,7,5,5,5,5,7,7,5,5,4,3,2,9,4,1,7,6,6,4,4,3,"1,2,3,4,5,10","1,2,3,4,5,10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","I always been and open minded free spirited person. I feel like happiness is the key to life and I don't think people that are sexual beings naturally should be restricted in this one life we have to live",0,FALSE,"146","White",5.5,5.5,7,5,5,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,9,7.33333333333333,6.33333333333333,5.55555555555556
